r_tipo,nombre,cantidad_sugerida,unidad,peso_bruto,peso_neto,energia,proteina,lipidos,hco,fibra,acido_folico,calcio,hierro,indice_glicemico,carga_glicemica,azucar,sodio
3,Galletas Marias azucaradas,4,galleta,16,16,63,1,1.5,11.5,0.1,32.8,0,2.2,,,3.5,98
3,Granola baja en grasa,3,cucharada,18,18,70,1.5,1.1,14.4,1.1,36.7,7,0.7,,,4.4,44.1
3,"Granola con frura seca. baja en
grasas",3,cucharada,18,18,69,1.3,0.8,14.4,1,0,6.5,0.5,,,6.2,68.7
3,Habaneras Bran trigo entero,4,galleta,18,18,72,1.7,2.4,11,1.6,0,0,0,,,0.8,90
3,habaneras Clásicas,4,galleta,18,18,75,1.8,1.7,13.1,0.6,0,0,1.6,,,0.3,128.7
3,Habaneras integrales,4,galleta,18,18,69,1.9,1.6,11.9,1.5,0,0,1.7,,,0.3,83.7
3,Harina,2.5,cucharada,20,20,73,2.1,0.2,15.3,0.5,5.3,3,0.9,,,0.3,0.5
3,Harina blanca,2.5,cucharada,20,20,73,2.1,0.2,15.3,0.5,5.3,3,0.9,,,0.3,0.5
3,Harina blanca refinada,20,g,20,20,73,2.1,0.2,15.3,0.5,5.3,3,0.9,,,0.3,0.5
3,Harina de alforfón,2.5,cucharada,20,20,67,2.5,0.6,14.1,2,0,0,0,,,0.5,7
3,Harina de arroz,2,cucharada,20,20,72,1.4,0.6,15.1,0.9,3.1,2.1,0.4,,,0.2,1.6
3,Harina integral,2.5,cucharada,19,19,64,2.6,0.3,13.6,2.3,8.3,6.4,0.7,,,0.4,0.9
3,Harina integral de trigo,2.5,cucharada,19,19,64,2.6,0.3,13.6,2.3,8.3,6.4,0.7,,,0.4,0.9
3,Harina para brownies,1.5,cucharada,13,13,60,0.7,2.3,9,0,0,0,0.2,,,6.3,36.6
3,"Harina para brownies baja en
grasa",2,cucharada,18,18,61,0.9,1.2,12.6,0.5,0,0,0.5,,,8.4,56.1
3,Harina para hot cakes,2,cucharada,18,18,61,1.7,0.2,13.3,0.5,1.5,6,0.8,,,1.9,243.6
3,Hojuelas de arroz,0.5,taza,16,16,55,3.2,0.2,11.2,0.5,50,2.5,4.1,,,1.5,125
3,"Hojuelas de avena
instantáneas con pasas y
especieas. Preparado",0.25,taza,62,62,62,1.3,0.7,12.5,1,0,42.9,1.5,,,6,93
3,"Hojuelas de avena
instantáneas con miel maple y
azúcar morena. Preparado",0.25,taza,59,59,60,1.4,0.8,11.8,1.1,0,40.9,1.4,,,4.8,95.9
3,Media noche,0.5,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,,,1.5,105
3,media noche con ajonjoli,0.5,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,,,1.5,105
3,Mijo cocido,0.3,taza,57,57,68,2,0.6,13.6,0.8,0,1.6,0.4,,,0.1,1
3,"Mueslix con manzana y
almera",0.25,taza,18,18,68,1.7,1.6,13.2,1.5,0,11.1,1.5,,,3,87.1
3,Nutritas variedad de sabores,0.5,bolsita,17,17,67,1.4,1.4,12.3,0.5,0,0,0,,,0.5,99
3,Palanqueta de amaranto,0.5,pieza,20,20,72,3.2,1.7,16.6,0.6,0,0,0,,,11.2,0
3,Palomitas acarameladas,0.5,taza,18,18,76,0.7,2.3,13.9,0.9,0.5,7.5,0.3,,,6.9,36
3,"Palomitas acarameladas sin
grasa",0.75,taza,19,19,69,1.7,0,10,0,0,0,0,,,0.6,131.3
3,Pambazo,0.5,pieza,25,25,67,2.5,1,12.5,1.5,0,10.5,0.3,,,1,142.3
3,Pan árabe,0.3,pieza,20,20,54,1.8,0.2,11,0.4,0,17,0.5,,,0.3,106.1
3,Pan baguette,0.14,pieza,27,27,72,2.2,1,13.4,0.6,9.7,29.2,0.8,,,1,145.8
3,Pan de hambueguesas chico,0.5,pieza,26,26,67,2.5,1.1,12.9,0.7,0,26.5,0.7,,,1.9,111.5
3,Pan de hot dog,0.5,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,,,1.5,105
3,Pan de hot dog con ajonjoli,0.5,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,,,1.5,105
3,pan de jengibre,1,rebanada,25,25,72,0.9,2.2,11.9,0,0,18.8,0.5,,,6.3,115.6
3,Pan para hambuerguesa chico,0.5,pieza,26,26,67,2.5,1.1,12.9,0.7,0,26.5,0.7,,,1.9,111.5
3,"Pan para hambuerguesa
grae",0.3,pieza,25,25,65,2.4,1.1,12.5,0.6,0,25.7,0.7,,,1.8,108.2
3,Pan para pambazo,0.5,pieza,25,25,67,2.5,1,12.5,1.5,0,10.5,0.3,,,1,142.3
3,Pan tipo media noche,0.5,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,,,1.5,105
3,Pan tostado,1,rebanada,15,15,64,1.6,1.2,11.8,0.1,0,13.5,0.9,,,2.2,88.1
3,Panqué fat-free,0.5,rebanada,25,25,71,1.4,0.3,15.3,0.3,17.5,10.8,0.5,,,8.6,85.3
3,Papa al horno sin cáscara,0.5,pieza,78,78,73,1.6,0.1,16.8,1.2,7,4,0.3,,,1.4,4
3,Papa cocida sin cascara,0.5,pieza,68,68,58,1.2,0.1,13.7,1.2,6.1,5.4,0.2,,,0.6,3.4
3,Papa hervida pelada,0.5,pieza,68,68,58,1.2,0.1,13.7,1.2,6.1,5.4,0.2,,,0.6,3.4
3,Papa picada,0.75,taza,128,105,72,1.8,0.1,16.4,2.5,18.8,9.4,0.5,,,1.2,6.3
3,Papa roja cruda,0.5,pieza,85,85,60,1.6,0.1,13.5,1.4,15.3,8.5,0.6,,,0.9,5.1
3,Papas hojuelas para puré,20,g,20,20,71,1.7,0.1,16.2,1.3,9.2,5.4,0.2,,,0.7,20.8
3,Papilla de arroz,0.5,taza,17,17,67,1.4,0.5,14.1,1.1,2.5,9.1,7.9,,,0.2,2
3,Papilla de maíz deshidratada,0.75,sobre,21,21,72,1.8,0.2,16.6,1.1,1.5,4.5,6.6,,,0.1,228.8
3,Puré de papa hojuelas,0.3,taza,20,20,70,1.7,0.1,16.1,1.3,9.1,5.3,0.2,,,0.7,20.6
3,Salvado de trigo,8,cucharada,31,31,66,4.8,1.3,19.8,13.1,24.5,22.5,3.2,,,0.7,1
3,Semora de maíz preparada,0.5,taza,121,121,72,1.7,0.3,15.6,0.4,0,3.5,0.2,,,0.1,2.5
3,"Sopa instan ramen sin
preparar",50,g,50,50,67,2,1,11.3,0.7,0,0,1.4,,,1.3,493.5
3,Telera,0.3,pieza,23,23,62,1.8,0.8,11.5,0.6,8.3,24.9,0.7,,,0.8,124.7
3,Arroz inflado con cocoa,0.5,taza,17,17,64,0.9,0.2,14.7,0.1,58.2,3,1,82,,,126.2
3,Arroz cocido,0.25,taza,47,47,60,1.1,0.1,13.3,0.1,26,1.4,0.7,64,29.8,,0
3,Arroz integral cocido,0.3,taza,65,65,73,1.5,0.5,15.3,1.2,2.6,6.7,0.3,66,42.9,,0.7
3,Arroz precocido cocido,0.3,taza,52,52,64,1.5,0.2,13.6,0.5,1.6,9.9,0.1,48,25,0.1,1
3,Arroz salvaje cocido,0.3,taza,54,54,55,2.1,0.2,11.6,1,14.1,1.7,0.3,54,29.2,0.4,1.7
3,Atole en polvo,7,cucharadita,18,18,68,0,0,16.4,0,0,0,0,74,13.5,,0
3,Atole en sobre,0.3,sobre,16,16,58,0,0,14,0,0,0,0,51,7.9,,0
3,Atole vitaminado,0.3,sobre,16,16,59,0,0,14.1,0,0,0,0,51,8,,0
3,Avena cocida,0.75,taza,164,164,66,5.2,1.3,18.8,4.3,10.5,16.4,1.4,50,82.1,,1.5
3,Avena con canela y especias,0.3,sobre,15,15,56,1.3,0.7,11.7,1,29,36.3,1.3,65,9.9,5.1,81.2
3,Avena con manzana y canela,0.3,sobre,14,14,53,1.2,0.7,10.9,0.9,27.1,33.9,1.2,65,9.2,4.8,75.9
3,Avena con pasitas y especias,0.3,sobre,14,14,53,1.2,0.7,10.9,0.9,27.1,33.9,1.2,65,9.2,4.8,75.9
3,Avena en hojuelas,0.5,taza,20,20,73,3.2,1.3,13.4,2,0,10.4,0.8,65,13,0.2,0.8
3,Avena instantánea preparada,0.3,taza,77,77,53,1.8,1.1,9,1.3,54.8,61.8,4.6,65,50.2,0.4,37.8
3,Bagel,0.3,pieza,24,24,65,2.5,0.4,12.6,0.5,5.3,17.7,0.8,72,17,,126.3
3,Baguette,0.14,pieza,27,27,72,2.2,1,13.4,0.6,9.7,29.2,0.8,95,25.7,1,145.8
3,Cereal de salvado de trigo,0.3,taza,21,21,54,2.6,0.7,15.3,6.7,66.7,66.7,3,42,8.7,4,189.3
3,Cereal de trigo sabor frutas,0.5,taza,15,15,60,0.5,0.8,13,0,50,10,2.1,69,10.4,6.5,100
3,Cereal integral con pasitas,0.3,taza,20,20,66,2,0.5,15.7,2.7,33.3,11.7,1.5,42,8.5,6,130
3,Elote amarillo cocido,1.5,pieza,174,66,71,2.2,0.8,16.6,1.9,30.4,1.6,0.3,53,35,2.7,0
3,Elote amarillo congelado,1.5,pieza,188,71,70,2.3,0.6,16.7,2,27.9,2.9,0.5,47,33.5,,2.3
3,burbujas de maíz azucaradas,0.5,taza,16,16,59,0.7,0.1,14,0.2,50,2,0.9,80,12.4,7,59.5
3,Cebada perla cocida,0.3,taza,52,52,64,1.2,0.2,14.8,2,8.3,5.7,0.7,25,13.1,,1.7
3,Centeno,5,cucharadita,22,22,72,2.6,0.4,15.9,0.4,0,8.2,0.8,41,8.9,,0
3,"Cereal de arroz inflado con
chocolate",0.5,taza,16,16,62,1.1,0.6,13.8,1.2,3,4.5,0.2,82,13.1,1.5,1.9
3,Elote blanco cocido,1.5,pieza,215,82,70,2.6,1,15.5,2.2,37.5,1.6,0.4,59,48.1,2.6,12.2
3,Elote enlatado,0.5,taza,82,82,66,2.1,0.8,15.2,1.6,40,4,0.7,46,37.7,2.3,175
3,English miffin,0.5,pieza,29,29,67,2.2,0.5,13.1,0.8,10.5,49.5,0.7,77,21.9,,132
3,Espagueti cocido,0.3,taza,46,46,57,2.5,0.2,12.3,2.1,2.3,6.9,0.5,44,20.3,0.4,1.4
3,Espaguetti cocido,0.3,taza,47,47,58,2.5,0.3,12.4,2.1,2.3,7,0.5,44,20.5,0.4,1.4
3,Harina de amaranto,2,cucharada,19,19,68,2.7,1,11.9,1.3,0,0,0,66,12.5,,0.2
3,Harina de trigo,2.5,cucharada,20,20,71,2,0.2,14.9,0.5,5.2,3,0.9,41,8,0.3,0.5
3,Harina de trigo integral,2.5,cucharada,19,19,64,2.6,0.3,13.6,2.3,8.3,6.4,0.7,30,5.6,0.4,0.9
3,Hojuelas de maíz,0.75,taza,19,19,67,1.4,0.1,15.8,0.6,109.3,1.3,5.4,81,15.2,1.8,136.7
3,Hot cake,0.75,pieza,38,38,69,2.5,2.3,9.7,0,4.9,81.9,0.7,67,25.1,,164.8
3,Maíz amarillo,20,g,20,18,67,2.2,0.9,13,2.2,0,1.5,0.4,53,9.8,,0.2
3,Maíz blanco cocido,25,g,25,19,68,2.2,0.9,13.3,2.3,0,1.5,0.4,59,11.1,,0.2
3,Palomitas,2.5,taza,18,18,70,3.5,0,14,3.5,0,0,0,55,9.6,,140
3,Pan 7 granos,1,rebanada,26,26,65,2.6,1,12.1,1.7,12,24,0.9,55,14.3,,127
3,Pan blanco,1,rebanada,27,27,71,2.2,0.8,13.6,0.5,27.8,101.3,1.1,70,18.9,,149.9
3,Pan centeno,0.75,rebanada,24,24,62,2,0.8,11.6,1.4,12,17.3,0.7,41,9.8,,158.3
3,Pan de 7 granos,1,rebanada,26,26,65,2.6,1,12.1,1.7,12,24,0.9,55,14.3,,127
3,Pan de avena,1,rebanada,30,30,71,3.1,1.3,11.9,1.3,6.8,20,0.9,47,14.1,,122
3,Pan de caja,1,rebanada,27,27,71,2.2,0.8,13.6,0.5,0,101.3,1.1,70,18.9,,149.9
3,Pan de caja integral,1,rebanada,25,25,67,2.4,1,12.6,1.1,12,78,1,54,13.5,,145.8
3,Pan de centeno y comino,1,rebanada,20,20,55,1.7,0.5,11,0.3,8,0,0,41,8.2,,140
3,Pan de centeno y trigo,1,rebanada,28,28,73,2.6,0.2,15,0.1,27.8,10.6,0.8,41,11.5,,156
3,Pan de girasol integral,1,pieza,25,25,57,2.1,1.4,9.7,1.1,29,0,0,57,14.3,,90.5
3,Pan integral,1,rebanada,25,25,67,2.4,1,12.6,1.1,29,78,1,54,13.5,,145.8
3,Pan melba,3,pieza,15,15,60,1.8,0.6,11.4,0.9,3,15,0.6,70,10.5,,123
3,Pan negro,1,rebanada,26,26,69,2.1,0.5,15.2,0.3,0,12.7,2.4,47,12.2,,144.8
3,Pan negro con trigo,1,rebanada,25,25,65,2,0.5,14.6,0.3,0,0,0,47,11.8,,0
3,"Pan tipo ""english miffin""",0.5,pieza,29,29,67,2.2,0.5,13.1,0.8,10.5,49.5,0.7,77,21.9,,132
3,Papa al horno con cáscara,0.5,pieza,78,78,73,1.5,0.1,16.8,1.2,7,3.9,0.3,60,46.8,1.3,3.9
3,Papa cocida,0.5,pieza,68,68,59,1.3,0.1,13.7,1.2,7.1,3.5,0.2,54,36.7,0.6,2.5
3,Papa hervida con piel,0.5,pieza,68,68,59,1.3,0.1,13.7,1.2,7.1,3.5,0.2,65,44.2,0.6,2.5
3,Pasta cocida,0.5,taza,60,60,78,3.2,1.1,14,0,11.6,6.3,0.7,44,26.4,,49.5
3,Pasta ángel,1,rebanada,28,28,73,1.7,0.2,16.4,0.4,1,40,0.2,67,18.8,,212
3,Pretzels,6,pieza,18,18,69,1.7,0.6,14.5,0.6,15.4,6.4,0.8,83,14.9,,312.4
3,Tapioca,2,cucharada,19,19,65,0,0,16.2,0,0,0,0,70,13.6,,0
3,Tortilla,1,pieza,30,30,64,1.4,0.5,13.6,0.6,0,58.8,0.8,52,15.6,,0
3,Tortilla de maíz,1,pieza,30,30,64,1.4,0.5,13.6,0.6,0,58.8,0.8,52,15.6,,0
3,Tortilla de mapiz blanco,1,pieza,30,30,67,1.8,0.5,14.2,1.3,0,32.4,0.8,52,15.6,,0
